1,26
1,21
0,49
1,50
1,21
1,65
1,26
0,78
0,79
1,10
0,81
0,17
0,94
0,96
0,0
1,14
0,74
1,53
1,57
0,69
1,55
1,39
0,67
1,96
1,82
1,26
1,96
1,72
1,73
1,50
0,57
0,73
0,65
0,17
1,49
1,59
0,13
0,63
1,5
1,56
0,52
0,56
0,45
0,28
0,77
1,6
1,93
1,20
0,20
1,57
0,33
0,14
1,38
1,84
1,97
1,76
1,42
0,49
0,54
1,4
0,11
0,98
1,91
0,42
0,12
0,66
0,36
0,8
0,17
1,64
1,33
1,15
1,96
0,16
1,19
1,89
0,84
0,14
0,21
0,93
0,48
0,51
1,18
1,42
0,98
0,7
1,6
1,15
0,88
0,81
1,85
1,25
0,30
0,31
0,14
1,11
1,78
0,6
1,13
0,74
0,85
0,87
0,87
0,42
0,94
1,40
0,56
0,51
1,14
0,47
0,28
0,98
0,4
0,3
1,43
0,34
1,30
0,78
1,68
0,28
0,74
1,33
0,38
1,24
0,75
0,78
1,89
1,7
1,4
1,98
1,2
1,90
1,33
1,85
0,50
1,24
1,6
0,27
0,80
1,81
0,3
1,4
0,42
1,61
1,37
0,77
0,23
1,21
0,5
1,14
0,10
0,98
0,89
1,71
1,45
1,89
1,86
1,56
0,58
1,29
1,28
0,74
0,91
0,69
0,2
0,25
0,36
0,97
1,55
1,40
1,84
1,11
1,18
0,14
0,11
1,52
0,32
0,20
1,38
1,14
1,16
0,64
0,50
1,17
1,91
1,91
1,20
1,93
0,15
0,24
1,9
0,26
0,64
1,87
1,11
0,52
1,84
1,40
1,31
1,10
0,6
1,41
0,81
1,25
1,43
1,67
0,31
0,56
1,6
0,64
1,83
0,41
1,14
1,76
0,32
0,1
0,2
1,61
0,93
1,46
1,55
0,56
0,47
0,68
0,19
1,43
1,17
0,64
1,18
1,30
1,14
1,27
0,86
0,23
1,84
0,86
0,88
1,13
1,61
0,29
1,23
0,25
1,98
0,15
1,11
1,29
0,50
1,58
1,0
1,37
0,3
0,53
0,72
0,6
0,28
0,27
0,34
0,65
1,54
1,2
1,18
1,44
0,77
1,74
0,33
0,55
0,80
0,83
0,85
0,1
1,99
1,32
0,44
0,94
0,91
1,21
0,52
1,95
0,68
0,34
0,44
1,92
1,54
0,20
0,60
1,91
0,52
0,80
0,29
0,67
0,62
1,40
1,16
0,54
0,21
0,43
0,79
1,35
0,97
0,48
0,8
1,46
0,90
1,93
0,77
1,11
0,72
1,51
1,34
0,73
0,66
1,96
0,11
0,60
1,87
1,30
1,93
0,40
1,20
0,61
0,14
0,45
1,30
0,72
1,34
1,89
1,67
0,57
0,80
0,25
0,19
0,41
0,36
0,32
0,44
1,57
0,78
0,31
0,52
0,87
1,73
1,31
0,66
1,20
1,86
0,6
1,77
0,16
1,83
0,17
0,84
0,49
1,0
1,79
0,71
0,58
0,40
0,70
1,95
0,55
1,3
0,42
0,59
1,54
1,20
0,57
0,24
1,9
0,17
1,30
0,93
1,19
1,71
1,51
0,47
1,91
1,68
1,3
0,1
0,9
0,3
0,9
0,58
0,13
1,22
0,35
0,81
0,70
0,21
1,42
1,13
0,14
1,51
1,59
1,77
1,28
1,53
1,4
1,80
1,10
0,54
1,23
0,29
1,90
0,82
1,22
0,91
0,21
1,3
1,75
1,70
0,82
1,11
1,79
1,42
1,32
0,61
0,37
0,85
0,27
1,94
0,88
1,42
1,91
0,73
0,72
0,16
0,72
0,9
1,95
1,79
